"","remoteness","state","value","year","measure"
"3214","Outer Regional","Northern Territory","5.9","2023","Standardised death rate_rate"
"3215","Outer Regional","Northern Territory","72.400000000000006","2023","Median age at death_years"
"3216","Outer Regional","Northern Territory","152489","2024","Estimated Resident Population_persons"
"3217","Outer Regional","Northern Territory","661","2024","Deaths_no."
"3218","Outer Regional","Northern Territory","5.4","2024","Infant mortality rate_rate"
"3219","Outer Regional","Northern Territory","5.8","2024","Standardised death rate_rate"
"3220","Outer Regional","Northern Territory","72.900000000000006","2024","Median age at death_years"
"3221","Remote","Northern Territory","52490","2011","Estimated Resident Population_persons"
"3222","Remote","Northern Territory","272","2011","Deaths_no."
"3223","Remote","Northern Territory","np","2011","Infant mortality rate_rate"
"3224","Remote","Northern Territory","np","2011","Standardised death rate_rate"
"3225","Remote","Northern Territory","np","2011","Median age at death_years"
"3226","Remote","Northern Territory","52736","2012","Estimated Resident Population_persons"
"3227","Remote","Northern Territory","269","2012","Deaths_no."
"3228","Remote","Northern Territory","np","2012","Infant mortality rate_rate"
"3229","Remote","Northern Territory","np","2012","Standardised death rate_rate"
"3230","Remote","Northern Territory","np","2012","Median age at death_years"
"3231","Remote","Northern Territory","52860","2013","Estimated Resident Population_persons"
"3232","Remote","Northern Territory","265","2013","Deaths_no."
"3233","Remote","Northern Territory","8.6","2013","Infant mortality rate_rate"
"3234","Remote","Northern Territory","8.9","2013","Standardised death rate_rate"
"3235","Remote","Northern Territory","61.6","2013","Median age at death_years"
"3236","Remote","Northern Territory","52103","2014","Estimated Resident Population_persons"
"3237","Remote","Northern Territory","297","2014","Deaths_no."
"3238","Remote","Northern Territory","7.6","2014","Infant mortality rate_rate"
"3239","Remote","Northern Territory","8.6999999999999993","2014","Standardised death rate_rate"
"3240","Remote","Northern Territory","61.9","2014","Median age at death_years"
"3241","Remote","Northern Territory","51373","2015","Estimated Resident Population_persons"
"3242","Remote","Northern Territory","279","2015","Deaths_no."
"3243","Remote","Northern Territory","7.9","2015","Infant mortality rate_rate"
"3244","Remote","Northern Territory","8.6","2015","Standardised death rate_rate"
"3245","Remote","Northern Territory","62.6","2015","Median age at death_years"
"3246","Remote","Northern Territory","50852","2016","Estimated Resident Population_persons"
"3247","Remote","Northern Territory","244","2016","Deaths_no."
"3248","Remote","Northern Territory","7.2","2016","Infant mortality rate_rate"
"3249","Remote","Northern Territory","8.1999999999999993","2016","Standardised death rate_rate"
"3250","Remote","Northern Territory","63.4","2016","Median age at death_years"
"3251","Remote","Northern Territory","51052","2017","Estimated Resident Population_persons"
"3252","Remote","Northern Territory","288","2017","Deaths_no."
"3253","Remote","Northern Territory","9.6999999999999993","2017","Infant mortality rate_rate"
"3254","Remote","Northern Territory","7.9","2017","Standardised death rate_rate"
"3255","Remote","Northern Territory","63.8","2017","Median age at death_years"
"3256","Remote","Northern Territory","51248","2018","Estimated Resident Population_persons"
"3257","Remote","Northern Territory","299","2018","Deaths_no."
"3258","Remote","Northern Territory","8.6999999999999993","2018","Infant mortality rate_rate"
"3259","Remote","Northern Territory","8","2018","Standardised death rate_rate"
"3260","Remote","Northern Territory","64.599999999999994","2018","Median age at death_years"
"3261","Remote","Northern Territory","51539","2019","Estimated Resident Population_persons"
"3262","Remote","Northern Territory","253","2019","Deaths_no."
"3263","Remote","Northern Territory","8","2019","Infant mortality rate_rate"
"3264","Remote","Northern Territory","7.9","2019","Standardised death rate_rate"
"3265","Remote","Northern Territory","64.599999999999994","2019","Median age at death_years"
"3266","Remote","Northern Territory","51881","2020","Estimated Resident Population_persons"
"3267","Remote","Northern Territory","300","2020","Deaths_no."
"3268","Remote","Northern Territory","8.8000000000000007","2020","Infant mortality rate_rate"
"3269","Remote","Northern Territory","8","2020","Standardised death rate_rate"
"3270","Remote","Northern Territory","66","2020","Median age at death_years"
"3271","Remote","Northern Territory","52193","2021","Estimated Resident Population_persons"
"3272","Remote","Northern Territory","319","2021","Deaths_no."
"3273","Remote","Northern Territory","7.9","2021","Infant mortality rate_rate"
"3274","Remote","Northern Territory","8","2021","Standardised death rate_rate"
"3275","Remote","Northern Territory","66.3","2021","Median age at death_years"
"3276","Remote","Northern Territory","52766","2022","Estimated Resident Population_persons"
"3277","Remote","Northern Territory","352","2022","Deaths_no."
"3278","Remote","Northern Territory","9.1999999999999993","2022","Infant mortality rate_rate"
"3279","Remote","Northern Territory","8.6","2022","Standardised death rate_rate"
"3280","Remote","Northern Territory","66.099999999999994","2022","Median age at death_years"
"3281","Remote","Northern Territory","53285","2023","Estimated Resident Population_persons"
"3282","Remote","Northern Territory","303","2023","Deaths_no."
"3283","Remote","Northern Territory","7.6","2023","Infant mortality rate_rate"
"3284","Remote","Northern Territory","8.1","2023","Standardised death rate_rate"
"3285","Remote","Northern Territory","66","2023","Median age at death_years"
"3286","Remote","Northern Territory","53742","2024","Estimated Resident Population_persons"
"3287","Remote","Northern Territory","303","2024","Deaths_no."
"3288","Remote","Northern Territory","10.4","2024","Infant mortality rate_rate"
"3289","Remote","Northern Territory","7.7","2024","Standardised death rate_rate"
"3290","Remote","Northern Territory","66.5","2024","Median age at death_years"
"3291","Very Remote","Northern Territory","49696","2011","Estimated Resident Population_persons"
"3292","Very Remote","Northern Territory","260","2011","Deaths_no."
"3293","Very Remote","Northern Territory","np","2011","Infant mortality rate_rate"
"3294","Very Remote","Northern Territory","np","2011","Standardised death rate_rate"
"3295","Very Remote","Northern Territory","np","2011","Median age at death_years"
"3296","Very Remote","Northern Territory","50074","2012","Estimated Resident Population_persons"
"3297","Very Remote","Northern Territory","299","2012","Deaths_no."
"3298","Very Remote","Northern Territory","np","2012","Infant mortality rate_rate"
"3299","Very Remote","Northern Territory","np","2012","Standardised death rate_rate"
"3300","Very Remote","Northern Territory","np","2012","Median age at death_years"
"3301","Very Remote","Northern Territory","50391","2013","Estimated Resident Population_persons"
"3302","Very Remote","Northern Territory","254","2013","Deaths_no."
"3303","Very Remote","Northern Territory","14.1","2013","Infant mortality rate_rate"
"3304","Very Remote","Northern Territory","9.8000000000000007","2013","Standardised death rate_rate"
"3305","Very Remote","Northern Territory","51.8","2013","Median age at death_years"
"3306","Very Remote","Northern Territory","49622","2014","Estimated Resident Population_persons"
"3307","Very Remote","Northern Territory","311","2014","Deaths_no."
"3308","Very Remote","Northern Territory","14.8","2014","Infant mortality rate_rate"
"3309","Very Remote","Northern Territory","10.9","2014","Standardised death rate_rate"
"3310","Very Remote","Northern Territory","52.6","2014","Median age at death_years"
"3311","Very Remote","Northern Territory","48405","2015","Estimated Resident Population_persons"
"3312","Very Remote","Northern Territory","300","2015","Deaths_no."
"3313","Very Remote","Northern Territory","15.8","2015","Infant mortality rate_rate"
"3314","Very Remote","Northern Territory","11.4","2015","Standardised death rate_rate"
"3315","Very Remote","Northern Territory","53.8","2015","Median age at death_years"
"3316","Very Remote","Northern Territory","47724","2016","Estimated Resident Population_persons"
"3317","Very Remote","Northern Territory","262","2016","Deaths_no."
"3318","Very Remote","Northern Territory","15.8","2016","Infant mortality rate_rate"
"3319","Very Remote","Northern Territory","13","2016","Standardised death rate_rate"
"3320","Very Remote","Northern Territory","55.1","2016","Median age at death_years"
"3321","Very Remote","Northern Territory","47608","2017","Estimated Resident Population_persons"
"3322","Very Remote","Northern Territory","282","2017","Deaths_no."
"3323","Very Remote","Northern Territory","13.4","2017","Infant mortality rate_rate"
"3324","Very Remote","Northern Territory","12.7","2017","Standardised death rate_rate"
"3325","Very Remote","Northern Territory","55.6","2017","Median age at death_years"
"3326","Very Remote","Northern Territory","47574","2018","Estimated Resident Population_persons"
"3327","Very Remote","Northern Territory","285","2018","Deaths_no."
"3328","Very Remote","Northern Territory","13","2018","Infant mortality rate_rate"
"3329","Very Remote","Northern Territory","13.3","2018","Standardised death rate_rate"
"3330","Very Remote","Northern Territory","56.2","2018","Median age at death_years"
"3331","Very Remote","Northern Territory","47769","2019","Estimated Resident Population_persons"
"3332","Very Remote","Northern Territory","276","2019","Deaths_no."
"3333","Very Remote","Northern Territory","11.8","2019","Infant mortality rate_rate"
"3334","Very Remote","Northern Territory","12.8","2019","Standardised death rate_rate"
"3335","Very Remote","Northern Territory","56.3","2019","Median age at death_years"
"3336","Very Remote","Northern Territory","47874","2020","Estimated Resident Population_persons"
"3337","Very Remote","Northern Territory","256","2020","Deaths_no."
"3338","Very Remote","Northern Territory","15.6","2020","Infant mortality rate_rate"
"3339","Very Remote","Northern Territory","12.1","2020","Standardised death rate_rate"
"3340","Very Remote","Northern Territory","56.9","2020","Median age at death_years"
"3341","Very Remote","Northern Territory","47987","2021","Estimated Resident Population_persons"
"3342","Very Remote","Northern Territory","284","2021","Deaths_no."
"3343","Very Remote","Northern Territory","14.8","2021","Infant mortality rate_rate"
"3344","Very Remote","Northern Territory","12.6","2021","Standardised death rate_rate"
"3345","Very Remote","Northern Territory","58.7","2021","Median age at death_years"
"3346","Very Remote","Northern Territory","48308","2022","Estimated Resident Population_persons"
"3347","Very Remote","Northern Territory","304","2022","Deaths_no."
"3348","Very Remote","Northern Territory","17.3","2022","Infant mortality rate_rate"
"3349","Very Remote","Northern Territory","13","2022","Standardised death rate_rate"
"3350","Very Remote","Northern Territory","59","2022","Median age at death_years"
"3351","Very Remote","Northern Territory","48655","2023","Estimated Resident Population_persons"
"3352","Very Remote","Northern Territory","298","2023","Deaths_no."
"3353","Very Remote","Northern Territory","14","2023","Infant mortality rate_rate"
"3354","Very Remote","Northern Territory","13.2","2023","Standardised death rate_rate"
"3355","Very Remote","Northern Territory","58.1","2023","Median age at death_years"
"3356","Very Remote","Northern Territory","48838","2024","Estimated Resident Population_persons"
"3357","Very Remote","Northern Territory","275","2024","Deaths_no."
"3358","Very Remote","Northern Territory","np","2024","Infant mortality rate_rate"
"3359","Very Remote","Northern Territory","11.2","2024","Standardised death rate_rate"
"3360","Very Remote","Northern Territory","57.2","2024","Median age at death_years"
"3361","Remote and Very Remote","Northern Territory","102186","2011","Estimated Resident Population_persons"
"3362","Remote and Very Remote","Northern Territory","532","2011","Deaths_no."
"3363","Remote and Very Remote","Northern Territory","np","2011","Infant mortality rate_rate"
"3364","Remote and Very Remote","Northern Territory","np","2011","Standardised death rate_rate"
"3365","Remote and Very Remote","Northern Territory","np","2011","Median age at death_years"
"3366","Remote and Very Remote","Northern Territory","102810","2012","Estimated Resident Population_persons"
"3367","Remote and Very Remote","Northern Territory","568","2012","Deaths_no."
"3368","Remote and Very Remote","Northern Territory","np","2012","Infant mortality rate_rate"
"3369","Remote and Very Remote","Northern Territory","np","2012","Standardised death rate_rate"
"3370","Remote and Very Remote","Northern Territory","np","2012","Median age at death_years"
"3371","Remote and Very Remote","Northern Territory","103251","2013","Estimated Resident Population_persons"
"3372","Remote and Very Remote","Northern Territory","519","2013","Deaths_no."
"3373","Remote and Very Remote","Northern Territory","11.3","2013","Infant mortality rate_rate"
"3374","Remote and Very Remote","Northern Territory","9.3000000000000007","2013","Standardised death rate_rate"
"3375","Remote and Very Remote","Northern Territory","56.1","2013","Median age at death_years"
"3376","Remote and Very Remote","Northern Territory","101725","2014","Estimated Resident Population_persons"
"3377","Remote and Very Remote","Northern Territory","608","2014","Deaths_no."
"3378","Remote and Very Remote","Northern Territory","11.2","2014","Infant mortality rate_rate"
"3379","Remote and Very Remote","Northern Territory","9.6","2014","Standardised death rate_rate"
"3380","Remote and Very Remote","Northern Territory","57.1","2014","Median age at death_years"
"3381","Remote and Very Remote","Northern Territory","99778","2015","Estimated Resident Population_persons"
"3382","Remote and Very Remote","Northern Territory","579","2015","Deaths_no."
"3383","Remote and Very Remote","Northern Territory","11.8","2015","Infant mortality rate_rate"
"3384","Remote and Very Remote","Northern Territory","9.6999999999999993","2015","Standardised death rate_rate"
"3385","Remote and Very Remote","Northern Territory","58.1","2015","Median age at death_years"
"3386","Remote and Very Remote","Northern Territory","98576","2016","Estimated Resident Population_persons"
"3387","Remote and Very Remote","Northern Territory","506","2016","Deaths_no."
"3388","Remote and Very Remote","Northern Territory","11.4","2016","Infant mortality rate_rate"
"3389","Remote and Very Remote","Northern Territory","9.6999999999999993","2016","Standardised death rate_rate"
"3390","Remote and Very Remote","Northern Territory","59.3","2016","Median age at death_years"
"3391","Remote and Very Remote","Northern Territory","98660","2017","Estimated Resident Population_persons"
"3392","Remote and Very Remote","Northern Territory","570","2017","Deaths_no."
"3393","Remote and Very Remote","Northern Territory","11.5","2017","Infant mortality rate_rate"
"3394","Remote and Very Remote","Northern Territory","9.4","2017","Standardised death rate_rate"
"3395","Remote and Very Remote","Northern Territory","59.4","2017","Median age at death_years"
"3396","Remote and Very Remote","Northern Territory","98822","2018","Estimated Resident Population_persons"
"3397","Remote and Very Remote","Northern Territory","584","2018","Deaths_no."
"3398","Remote and Very Remote","Northern Territory","10.8","2018","Infant mortality rate_rate"
"3399","Remote and Very Remote","Northern Territory","9.5","2018","Standardised death rate_rate"
"3400","Remote and Very Remote","Northern Territory","60.4","2018","Median age at death_years"
"3401","Remote and Very Remote","Northern Territory","99308","2019","Estimated Resident Population_persons"
"3402","Remote and Very Remote","Northern Territory","529","2019","Deaths_no."
"3403","Remote and Very Remote","Northern Territory","9.9","2019","Infant mortality rate_rate"
"3404","Remote and Very Remote","Northern Territory","9.4","2019","Standardised death rate_rate"
"3405","Remote and Very Remote","Northern Territory","60.4","2019","Median age at death_years"
"3406","Remote and Very Remote","Northern Territory","99755","2020","Estimated Resident Population_persons"
"3407","Remote and Very Remote","Northern Territory","556","2020","Deaths_no."
"3408","Remote and Very Remote","Northern Territory","12.2","2020","Infant mortality rate_rate"
"3409","Remote and Very Remote","Northern Territory","9.3000000000000007","2020","Standardised death rate_rate"
"3410","Remote and Very Remote","Northern Territory","61.3","2020","Median age at death_years"
"3411","Remote and Very Remote","Northern Territory","100180","2021","Estimated Resident Population_persons"
"3412","Remote and Very Remote","Northern Territory","603","2021","Deaths_no."
"3413","Remote and Very Remote","Northern Territory","11.2","2021","Infant mortality rate_rate"
"3414","Remote and Very Remote","Northern Territory","9.4","2021","Standardised death rate_rate"
"3415","Remote and Very Remote","Northern Territory","62.3","2021","Median age at death_years"
"3416","Remote and Very Remote","Northern Territory","101074","2022","Estimated Resident Population_persons"
"3417","Remote and Very Remote","Northern Territory","656","2022","Deaths_no."
"3418","Remote and Very Remote","Northern Territory","13.1","2022","Infant mortality rate_rate"
"3419","Remote and Very Remote","Northern Territory","9.8000000000000007","2022","Standardised death rate_rate"
"3420","Remote and Very Remote","Northern Territory","62.6","2022","Median age at death_years"
"3421","Remote and Very Remote","Northern Territory","101940","2023","Estimated Resident Population_persons"
"3422","Remote and Very Remote","Northern Territory","601","2023","Deaths_no."
"3423","Remote and Very Remote","Northern Territory","10.6","2023","Infant mortality rate_rate"
"3424","Remote and Very Remote","Northern Territory","9.5","2023","Standardised death rate_rate"
"3425","Remote and Very Remote","Northern Territory","62.2","2023","Median age at death_years"
"3426","Remote and Very Remote","Northern Territory","102580","2024","Estimated Resident Population_persons"
"3427","Remote and Very Remote","Northern Territory","578","2024","Deaths_no."
"3428","Remote and Very Remote","Northern Territory","10.8","2024","Infant mortality rate_rate"
"3429","Remote and Very Remote","Northern Territory","8.8000000000000007","2024","Standardised death rate_rate"
"3430","Remote and Very Remote","Northern Territory","61.8","2024","Median age at death_years"
"3431","Total Northern Territory","Northern Territory","231292","2011","Estimated Resident Population_persons"
"3432","Total Northern Territory","Northern Territory","964","2011","Deaths_no."
"3433","Total Northern Territory","Northern Territory","np","2011","Infant mortality rate_rate"
"3434","Total Northern Territory","Northern Territory","np","2011","Standardised death rate_rate"
"3435","Total Northern Territory","Northern Territory","np","2011","Median age at death_years"
"3436","Total Northern Territory","Northern Territory","235915","2012","Estimated Resident Population_persons"
"3437","Total Northern Territory","Northern Territory","1038","2012","Deaths_no."
"3438","Total Northern Territory","Northern Territory","np","2012","Infant mortality rate_rate"
"3439","Total Northern Territory","Northern Territory","np","2012","Standardised death rate_rate"
"3440","Total Northern Territory","Northern Territory","np","2012","Median age at death_years"
"3441","Total Northern Territory","Northern Territory","241722","2013","Estimated Resident Population_persons"
"3442","Total Northern Territory","Northern Territory","1097","2013","Deaths_no."
"3443","Total Northern Territory","Northern Territory","7.7","2013","Infant mortality rate_rate"
"3444","Total Northern Territory","Northern Territory","8","2013","Standardised death rate_rate"
"3445","Total Northern Territory","Northern Territory","61.9","2013","Median age at death_years"
"3446","Total Northern Territory","Northern Territory","242894","2014","Estimated Resident Population_persons"
"3447","Total Northern Territory","Northern Territory","1168","2014","Deaths_no."
"3448","Total Northern Territory","Northern Territory","6.9","2014","Infant mortality rate_rate"
"3449","Total Northern Territory","Northern Territory","8.1","2014","Standardised death rate_rate"
"3450","Total Northern Territory","Northern Territory","62.5","2014","Median age at death_years"
"3451","Total Northern Territory","Northern Territory","244692","2015","Estimated Resident Population_persons"
"3452","Total Northern Territory","Northern Territory","1171","2015","Deaths_no."
"3453","Total Northern Territory","Northern Territory","6.7","2015","Infant mortality rate_rate"
"3454","Total Northern Territory","Northern Territory","8.3000000000000007","2015","Standardised death rate_rate"
"3455","Total Northern Territory","Northern Territory","63.5","2015","Median age at death_years"
"3456","Total Northern Territory","Northern Territory","245678","2016","Estimated Resident Population_persons"
"3457","Total Northern Territory","Northern Territory","1044","2016","Deaths_no."
"3458","Total Northern Territory","Northern Territory","6.5","2016","Infant mortality rate_rate"
"3459","Total Northern Territory","Northern Territory","7.9","2016","Standardised death rate_rate"
"3460","Total Northern Territory","Northern Territory","64.099999999999994","2016","Median age at death_years"
"3461","Total Northern Territory","Northern Territory","247412","2017","Estimated Resident Population_persons"
"3462","Total Northern Territory","Northern Territory","1106","2017","Deaths_no."
"3463","Total Northern Territory","Northern Territory","7.6","2017","Infant mortality rate_rate"
"3464","Total Northern Territory","Northern Territory","7.5","2017","Standardised death rate_rate"
"3465","Total Northern Territory","Northern Territory","64.400000000000006","2017","Median age at death_years"
"3466","Total Northern Territory","Northern Territory","247095","2018","Estimated Resident Population_persons"
"3467","Total Northern Territory","Northern Territory","1110","2018","Deaths_no."
"3468","Total Northern Territory","Northern Territory","8","2018","Infant mortality rate_rate"
"3469","Total Northern Territory","Northern Territory","7.2","2018","Standardised death rate_rate"
"3470","Total Northern Territory","Northern Territory","65.3","2018","Median age at death_years"
"3471","Total Northern Territory","Northern Territory","246559","2019","Estimated Resident Population_persons"
"3472","Total Northern Territory","Northern Territory","1142","2019","Deaths_no."
"3473","Total Northern Territory","Northern Territory","7.6","2019","Infant mortality rate_rate"
"3474","Total Northern Territory","Northern Territory","7.3","2019","Standardised death rate_rate"
"3475","Total Northern Territory","Northern Territory","65.3","2019","Median age at death_years"
"3476","Total Northern Territory","Northern Territory","247428","2020","Estimated Resident Population_persons"
"3477","Total Northern Territory","Northern Territory","1141","2020","Deaths_no."
"3478","Total Northern Territory","Northern Territory","8.6","2020","Infant mortality rate_rate"
"3479","Total Northern Territory","Northern Territory","7.2","2020","Standardised death rate_rate"
"3480","Total Northern Territory","Northern Territory","66.599999999999994","2020","Median age at death_years"
"3481","Total Northern Territory","Northern Territory","248151","2021","Estimated Resident Population_persons"
"3482","Total Northern Territory","Northern Territory","1211","2021","Deaths_no."
"3483","Total Northern Territory","Northern Territory","8.1999999999999993","2021","Infant mortality rate_rate"
"3484","Total Northern Territory","Northern Territory","7.2","2021","Standardised death rate_rate"
"3485","Total Northern Territory","Northern Territory","67.099999999999994","2021","Median age at death_years"
"3486","Total Northern Territory","Northern Territory","250219","2022","Estimated Resident Population_persons"
"3487","Total Northern Territory","Northern Territory","1338","2022","Deaths_no."
"3488","Total Northern Territory","Northern Territory","9.5","2022","Infant mortality rate_rate"
"3489","Total Northern Territory","Northern Territory","7.3","2022","Standardised death rate_rate"
"3490","Total Northern Territory","Northern Territory","67.3","2022","Median age at death_years"
"3491","Total Northern Territory","Northern Territory","252473","2023","Estimated Resident Population_persons"
"3492","Total Northern Territory","Northern Territory","1253","2023","Deaths_no."
"3493","Total Northern Territory","Northern Territory","7.9","2023","Infant mortality rate_rate"
"3494","Total Northern Territory","Northern Territory","7.2","2023","Standardised death rate_rate"
"3495","Total Northern Territory","Northern Territory","67.400000000000006","2023","Median age at death_years"
"3496","Total Northern Territory","Northern Territory","255100","2024","Estimated Resident Population_persons"
"3497","Total Northern Territory","Northern Territory","1239","2024","Deaths_no."
"3498","Total Northern Territory","Northern Territory","7.6","2024","Infant mortality rate_rate"
"3499","Total Northern Territory","Northern Territory","6.9","2024","Standardised death rate_rate"
"3500","Total Northern Territory","Northern Territory","67.7","2024","Median age at death_years"
"3501","Major Cities","Australian Capital Territory","367985","2011","Estimated Resident Population_persons"
"3502","Major Cities","Australian Capital Territory","1700","2011","Deaths_no."
"3503","Major Cities","Australian Capital Territory","np","2011","Infant mortality rate_rate"
"3504","Major Cities","Australian Capital Territory","np","2011","Standardised death rate_rate"
"3505","Major Cities","Australian Capital Territory","np","2011","Median age at death_years"
"3506","Major Cities","Australian Capital Territory","376539","2012","Estimated Resident Population_persons"
"3507","Major Cities","Australian Capital Territory","1706","2012","Deaths_no."
"3508","Major Cities","Australian Capital Territory","np","2012","Infant mortality rate_rate"
"3509","Major Cities","Australian Capital Territory","np","2012","Standardised death rate_rate"
"3510","Major Cities","Australian Capital Territory","np","2012","Median age at death_years"
"3511","Major Cities","Australian Capital Territory","383257","2013","Estimated Resident Population_persons"
"3512","Major Cities","Australian Capital Territory","1700","2013","Deaths_no."
"3513","Major Cities","Australian Capital Territory","2.9","2013","Infant mortality rate_rate"
"3514","Major Cities","Australian Capital Territory","5","2013","Standardised death rate_rate"
"3515","Major Cities","Australian Capital Territory","81.2","2013","Median age at death_years"
"3516","Major Cities","Australian Capital Territory","388799","2014","Estimated Resident Population_persons"
"3517","Major Cities","Australian Capital Territory","1813","2014","Deaths_no."
"3518","Major Cities","Australian Capital Territory","2.7","2014","Infant mortality rate_rate"
"3519","Major Cities","Australian Capital Territory","4.9000000000000004","2014","Standardised death rate_rate"
"3520","Major Cities","Australian Capital Territory","81.2","2014","Median age at death_years"
"3521","Major Cities","Australian Capital Territory","395813","2015","Estimated Resident Population_persons"
"3522","Major Cities","Australian Capital Territory","1859","2015","Deaths_no."
"3523","Major Cities","Australian Capital Territory","3","2015","Infant mortality rate_rate"
"3524","Major Cities","Australian Capital Territory","4.9000000000000004","2015","Standardised death rate_rate"
"3525","Major Cities","Australian Capital Territory","80.900000000000006","2015","Median age at death_years"
"3526","Major Cities","Australian Capital Territory","403104","2016","Estimated Resident Population_persons"
"3527","Major Cities","Australian Capital Territory","1839","2016","Deaths_no."
"3528","Major Cities","Australian Capital Territory","3.1","2016","Infant mortality rate_rate"
"3529","Major Cities","Australian Capital Territory","4.9000000000000004","2016","Standardised death rate_rate"
"3530","Major Cities","Australian Capital Territory","81.2","2016","Median age at death_years"
"3531","Major Cities","Australian Capital Territory","415046","2017","Estimated Resident Population_persons"
"3532","Major Cities","Australian Capital Territory","2320","2017","Deaths_no."
"3533","Major Cities","Australian Capital Territory","3.2","2017","Infant mortality rate_rate"
"3534","Major Cities","Australian Capital Territory","5.0999999999999996","2017","Standardised death rate_rate"
"3535","Major Cities","Australian Capital Territory","81.3","2017","Median age at death_years"
"3536","Major Cities","Australian Capital Territory","426081","2018","Estimated Resident Population_persons"
"3537","Major Cities","Australian Capital Territory","2127","2018","Deaths_no."
"3538","Major Cities","Australian Capital Territory","3.2","2018","Infant mortality rate_rate"
"3539","Major Cities","Australian Capital Territory","5.2","2018","Standardised death rate_rate"
"3540","Major Cities","Australian Capital Territory","81.599999999999994","2018","Median age at death_years"
"3541","Major Cities","Australian Capital Territory","435730","2019","Estimated Resident Population_persons"
"3542","Major Cities","Australian Capital Territory","2033","2019","Deaths_no."
"3543","Major Cities","Australian Capital Territory","2.5","2019","Infant mortality rate_rate"
"3544","Major Cities","Australian Capital Territory","5.2","2019","Standardised death rate_rate"
"3545","Major Cities","Australian Capital Territory","81.900000000000006","2019","Median age at death_years"
"3546","Major Cities","Australian Capital Territory","444903","2020","Estimated Resident Population_persons"
"3547","Major Cities","Australian Capital Territory","2162","2020","Deaths_no."
"3548","Major Cities","Australian Capital Territory","2.7","2020","Infant mortality rate_rate"
"3549","Major Cities","Australian Capital Territory","4.8","2020","Standardised death rate_rate"
"3550","Major Cities","Australian Capital Territory","81.8","2020","Median age at death_years"
"3551","Major Cities","Australian Capital Territory","452508","2021","Estimated Resident Population_persons"
"3552","Major Cities","Australian Capital Territory","2207","2021","Deaths_no."
"3553","Major Cities","Australian Capital Territory","2.6","2021","Infant mortality rate_rate"
"3554","Major Cities","Australian Capital Territory","4.7","2021","Standardised death rate_rate"
"3555","Major Cities","Australian Capital Territory","81.7","2021","Median age at death_years"
"3556","Major Cities","Australian Capital Territory","456915","2022","Estimated Resident Population_persons"
"3557","Major Cities","Australian Capital Territory","2563","2022","Deaths_no."
"3558","Major Cities","Australian Capital Territory","3.4","2022","Infant mortality rate_rate"
"3559","Major Cities","Australian Capital Territory","4.9000000000000004","2022","Standardised death rate_rate"
"3560","Major Cities","Australian Capital Territory","81.5","2022","Median age at death_years"
"3561","Major Cities","Australian Capital Territory","466359","2023","Estimated Resident Population_persons"
"3562","Major Cities","Australian Capital Territory","2406","2023","Deaths_no."
"3563","Major Cities","Australian Capital Territory","4","2023","Infant mortality rate_rate"
"3564","Major Cities","Australian Capital Territory","4.9000000000000004","2023","Standardised death rate_rate"
"3565","Major Cities","Australian Capital Territory","81.599999999999994","2023","Median age at death_years"
"3566","Major Cities","Australian Capital Territory","473855","2024","Estimated Resident Population_persons"
"3567","Major Cities","Australian Capital Territory","2425","2024","Deaths_no."
"3568","Major Cities","Australian Capital Territory","4.0999999999999996","2024","Infant mortality rate_rate"
"3569","Major Cities","Australian Capital Territory","4.9000000000000004","2024","Standardised death rate_rate"
"3570","Major Cities","Australian Capital Territory","81.8","2024","Median age at death_years"
"3571","Total Australian Capital Territory","Australian Capital Territory","367985","2011","Estimated Resident Population_persons"
"3572","Total Australian Capital Territory","Australian Capital Territory","1700","2011","Deaths_no."
"3573","Total Australian Capital Territory","Australian Capital Territory","np","2011","Infant mortality rate_rate"
"3574","Total Australian Capital Territory","Australian Capital Territory","np","2011","Standardised death rate_rate"
"3575","Total Australian Capital Territory","Australian Capital Territory","np","2011","Median age at death_years"
"3576","Total Australian Capital Territory","Australian Capital Territory","376539","2012","Estimated Resident Population_persons"
"3577","Total Australian Capital Territory","Australian Capital Territory","1706","2012","Deaths_no."
"3578","Total Australian Capital Territory","Australian Capital Territory","np","2012","Infant mortality rate_rate"
"3579","Total Australian Capital Territory","Australian Capital Territory","np","2012","Standardised death rate_rate"
"3580","Total Australian Capital Territory","Australian Capital Territory","np","2012","Median age at death_years"
"3581","Total Australian Capital Territory","Australian Capital Territory","383257","2013","Estimated Resident Population_persons"
"3582","Total Australian Capital Territory","Australian Capital Territory","1700","2013","Deaths_no."
"3583","Total Australian Capital Territory","Australian Capital Territory","2.9","2013","Infant mortality rate_rate"
"3584","Total Australian Capital Territory","Australian Capital Territory","5","2013","Standardised death rate_rate"
"3585","Total Australian Capital Territory","Australian Capital Territory","81.2","2013","Median age at death_years"
"3586","Total Australian Capital Territory","Australian Capital Territory","388799","2014","Estimated Resident Population_persons"
"3587","Total Australian Capital Territory","Australian Capital Territory","1813","2014","Deaths_no."
"3588","Total Australian Capital Territory","Australian Capital Territory","2.7","2014","Infant mortality rate_rate"
"3589","Total Australian Capital Territory","Australian Capital Territory","4.9000000000000004","2014","Standardised death rate_rate"
"3590","Total Australian Capital Territory","Australian Capital Territory","81.2","2014","Median age at death_years"
"3591","Total Australian Capital Territory","Australian Capital Territory","395813","2015","Estimated Resident Population_persons"
"3592","Total Australian Capital Territory","Australian Capital Territory","1859","2015","Deaths_no."
